,Person,Hospital
1502,何正富,浙江大学医学院附属邵逸夫医院
1503,林志淼,北京大学第一医院
1503,林志淼,南方医科大学皮肤病医院
1504,吴佳丽,杭州市第三人民医院
1505,苏丽萍,山西省肿瘤医院
1506,景红梅,北京大学第三医院
1507,杨顺娥,新疆医科大学附属肿瘤医院
1508,黄慧强,中山大学附属肿瘤医院
1508,黄慧强,中山大学肿瘤防治中心
1508,黄慧强,中山大学肿瘤医院
1509,黄美近,附属第六医院
1509,黄美近,中山大学附属第六医院
1510,林烈文,深圳市人民医院
1511,赵勇,铜陵市立医院
1512,李哲,苏州市广济医院
1513,倪爱华,河北省人民医院
1514,史尧胜,宁波市康宁医院
1515,张本想,天津总医院
1516,彭伟,四川大学华西医院
1517,吴湖帆,浙江省人民医院
1518,夏炜,西安美莱医学美容医院
1519,韩雪峰,中国医学科学院整形外科医院
1520,陈连军,华山医院
1520,陈连军,复旦大学附属华山医院
1521,吴育弘,美国宾夕法尼亚大学附属医院
1522,胡彬,武汉市第一医院
1523,苏飞,武汉市第一医院
1524,范小伟,复旦大学附属中山医院
1525,崔壮,北京医院
1526,姜涛,空军军医大学唐都医院
1526,姜涛,西京医院
1527,冯刚,四川省人民医院
1528,王昆,云南省昆钢医院
1529,卢强,空军军医大学唐都医院
1530,蒲公英,上海市第十人民医院
1531,科科,中医药大学附属第一医院
1531,科科,武汉协和医院
1532,董印,山东大学附属省立医院
1533,胡超苏,复旦大学附属肿瘤医院
1534,申良方,中南大学湘雅医院
1535,陆雪官,复旦大学附属肿瘤医院
1536,张群岭,复旦大学附属肿瘤医院
1537,闵安杰,中南大学湘雅医院
1538,欧丹,复旦大学附属肿瘤医院
1539,区晓敏,复旦大学附属肿瘤医院
1540,应红梅,复旦大学附属肿瘤医院
1541,黄进,复旦大学附属肿瘤医院
1542,钟吾,|宿迁钟吾医院
1542,钟吾,宿迁市钟吾医院
1543,房新建,第二人民医院
1543,房新建,连云港市第二人民医院
1544,李峻岭,中国医学科学院肿瘤医院
1545,勃林格殷格翰,同济大学附属东方医院
1546,康哲,兰州大学定西医院
1547,刘建民,长海医院
1547,刘建民,国家卒中中心管理指导委员会
1547,刘建民,上海长海医院
1548,刘玉娟,复旦大学附属金山医院
1549,徐乃佳,武汉市中医医院
1550,贾刚,河南省人民医院
1551,李自平,兰溪市人民医院
1552,刘培慧,葫芦岛市中心医院
1553,杨志波,湖南中医药大学第二附属医院
1553,杨志波,湖南省中医院
1554,孙洪军,山东省千佛山医院
1555,姚熙,皮肤病医院
1555,姚熙,中国医学科学院皮肤病医院
1555,姚熙,斗学院皮肤病研究所
1555,姚熙,皮肤病研究所
1556,于海洋,青岛市市立医院
1557,张金芳,河北医科大学第一医院
1558,杨莉佳,无锡市第二人民医院
1559,姜韩群,中国医学科学院皮肤病医院
1560,肖波,中南大学湘雅医院
1561,毕方方,中南大学湘雅医院
1562,刘芳,清华大学附属北京清华长庚医院
1562,刘芳,首都医科大学宣武医院
1563,高磊,康复诊疗中心
1563,高磊,北京康复医院
1563,高磊,北京复医院
1563,高磊,附属协和医院
1564,徐建宇,哈尔滨医科大学附属肿瘤医院
1565,吴超,南京鼓楼医院
1565,吴超,中国医学科学院北京协和医院
1566,王海涛,吉林大学第二医院
1567,李康之,北京大学首钢医院
1568,袁庆,大连市中心医院
1569,叶海敏,湖南中医药大学第二附属医院
1570,张旭,中国科学院上海生命科学研究院神经科学研究所
1571,蒋田仔,中国科学院自动化研究所
1572,史忠植,中国科学院计算技术研究所
1573,徐雷,上海交通大学脑科学与技术研究中心
1574,涂彩霞,大连医科大学附属第二医院
1575,何黎,昆明医科大学第一附属医院
1575,何黎,皮肤病医院
1575,何黎,云南省皮肤病医院
1575,何黎,昆明医科大学第一附属医院云南省皮肤病医院
1575,何黎,华复旦大学附属华山医院
1575,何黎,昆明医科大学附属第一医院
1575,何黎,昆明医科大学第-附属医院
1575,何黎,何黎明医科大学第一附属医院云南省皮肤病医院
1576,杨慧兰,广州军区总医院
1576,杨慧兰,广州军区广州总医院
1576,杨慧兰,中国人民解放军广州总医院
1576,杨慧兰,北京总医院
1577,骆丹,江苏省人民医院
1577,骆丹,南京医科大学第一附属医院
1577,骆丹,南京医科大学附属医院
1578,张海龙,四军大西京医院
1579,张怀亮,中国医学科学院皮肤病研究所
1580,章星琪,广州中山大学附属第一医院
1580,章星琪,中山医科大学第一附属医院
1580,章星琪,南京医科大学第一，附属医院
1580,章星琪,州福科大学时属第二医院
1580,章星琪,中山大学附属第一医院
1580,章星琪,江苏省人民医院
1580,章星琪,中山大学第一附属医院
1581,李兴东,北京科发源医疗美容医院
1582,叶艳婷,广州中山大学附属第一医院
1583,毛雨,杭州市第三医院
1584,徐峰,复旦大学附属华山医院
1584,徐峰,北京协和医院
1584,徐峰,复旦大学华山医院
1584,徐峰,空军总医院
1584,徐峰,江苏省人民医院
1585,邓丹琪,昆明医科大学第二附属医院
1585,邓丹琪,第二附属医院
1585,邓丹琪,昆明医科大第二附属医院
1585,邓丹琪,北京协和医院
1586,徐薇,首都医科大学附属北京友谊医院
1586,徐薇,北京友谊医院
1587,米霞,解放军306医院
1588,李雪莉,河南人民医院
1588,李雪莉,河南省人民医院
1589,王大光,江苏省人民医院
1589,王大光,南京医科大学第一附属医院
1590,陈裕充,上海市皮肤病医院
1591,李晓强,陕西省中医院
1592,范瑞强,广东省中医院
1593,王千秋,中国医学科学院皮肤病研究所
1593,王千秋,中国医学科学，皮肤病研究所
1594,何威,第三军医大学新桥医院
1594,何威,新桥医院
1595,李伯华,北京中医医院
1596,王畅,湖南中医药大学二附院医院
1597,张汝芝,常州第一人民医院
1597,张汝芝,上海市皮肤病医院
1598,路永红,成都第二人民医院
1598,路永红,成都市第二人民医院
1599,李子海,江苏省人民医院
1600,王佩茹,上海市皮肤病医院
1601,张玲琳,上海市皮肤病医院
1602,孟宪敏,山东省聊城市人民医院
1603,冯素英,中国医学科学院皮肤病医院
1604,马慧群,西安交通大学第二附属医院
1605,张洁尘,复旦大学附属华东医院
1606,王宏伟,复旦大学附属华东医院
1606,王宏伟,北京协和医院
1606,王宏伟,大学附属华东医院
1606,王宏伟,附属华东医院
1607,王芳,中山大学第一附属医院
1608,刘华绪,···山东皮肤病医院
1608,刘华绪,山东省皮肤病医院
1609,施伟民,四川省人民医院
1609,施伟民,第二医院
1610,林景荣,大连医科大学附属第一医院
1611,马天,解放军总医院第一附属医院
1612,吴霞,浙江大学医学院附属邵逸夫医院
1612,吴霞,南京市第一医院
1613,张红梅,武汉市第一医院
1613,张红梅,西京医院
1614,李校萍,北京京城皮肤病医院
1615,梁官钊,中国医学科学院&北京协和医学院皮肤病研究所
1616,韩硫梅,复旦大学附属中山医院
1617,张思,北京大学人民医院
1618,吴洁,福州总医院
1619,王晓阳,北京安贞医院
1620,肖玉娟,重庆市第一人民医院
1621,杨振海,中国医科大学附属第一医院
1622,冯林,重庆市第一人民医院
1623,王朵勤,复旦大学附属华山医院
1624,许爱娥,杭州市第三人民医院
1624,许爱娥,杭州市皮肤病研究所
1625,孙占学,北京中医药大学东方医院
1626,周梦云,杭州市第三人民医院
1627,田黎明,华中科技大学同济医学院附属武汉中西医结合医院
1628,朱奕琦,复旦大学附属华山医院
1629,王红梅,天津市中医药研究院附属医院
1629,王红梅,首都医科大学附属北京儿童医院
1629,王红梅,青岛大学附属医院
1629,王红梅,寿光皮肤病医院
1630,法振宗,第二军医大学附属长征医院
1631,徐丽梅,空军总医院
1632,史冬梅,济宁市第一人民医院
1632,史冬梅,济宁第一人民医院
1633,宋坪,北京广安门医院
1634,方红,浙江大学医学院附属第一医院
1634,方红,中国人民解放军总医院
1634,方红,浙江大学附属第一医院
1635,刘巧,海南省皮肤病医院
1635,刘巧,江西中医药大学第二附属医院
1636,梅珊珊,宣武医院
1636,梅珊珊,首都医科大学宜武医院
1636,梅珊珊,首都医科大学宣武医院
1637,张力,北京协和医院
1637,张力,第一人民医院
1638,王晓斐,附属瑞金医院
1639,聂小蒙,长海医院
1639,聂小蒙,上海长海医院
1640,杨丹榕,附属第六人民医院
1641,张杏怡,附属第一人民医院
1642,王明鑫,胜利油田中心医院
1643,沈惊雷,上海市胸科医院
1644,李丹,大连医科大学附属第二医院
1644,李丹,西安交通大学第二附属医院
1645,李鹏,河南省肿瘤医院
1645,李鹏,四川大学华西医院
1645,李鹏,云南省肿瘤医院
1646,张逸寅,安徽医科大学第一附属医院
1647,樊蚊,复旦大学附属肿瘤医院
1648,周菊英,苏州大学附属第一医院
1649,杨德刚,上海市皮肤病医院
1650,尹飞,中南大学湘雅医院
1651,韩雄,河南省人民医院
1652,彭镜,中南大学湘雅医院
1653,赵峰,一堰市太和医院
1654,厉红元,重庆医科大学附属第一医院
1655,张少华,中国人民解放军总医院
1656,王新昭,山东省肿瘤医院
1657,安欣,中山大学附属肿瘤医院
1658,戴生明,上海交通大学医学院附属第六人民医院
1659,曹文杰,复旦大学附属华山医院
1660,左秀美,首都医科大学宣武医院
1661,梁军华,首都医科大学宣武医院
1662,许瑞莲,深圳市人民医院
1663,李高峰,云南省肿瘤医院
1664,卢珠明,江门市中心医院
1665,苏瑾,南方医科大学南方医院
1666,樊慧珍,南方医科大学珠江医院
1667,徐晓,国家儿童医学中心
1668,于雁,于雁哈医大肿瘤医院
1669,许溪宇,吉林大学第二医院
1670,赵肤龙,中日友好医院
1671,史怀璋,哈尔滨医科大学附属第一医院
1672,沈季阳,浙江大学医学院附属儿童医院
1673,尹恒,寿光皮肤病医院
1673,尹恒,中南大学湘雅二医院
1674,常江,寿光皮肤病医院
1675,辛琳琳,寿光皮肤病医院
1675,辛琳琳,山东第一医科大学附属第一医院
1675,辛琳琳,上海市皮肤病医院
1675,辛琳琳,山东省千佛山医院
1676,孙阳,空军总医院
1677,雷山川,重庆医科大学附属永川医院
1678,范文,医院党支部
1679,朱余明,上海市肺科医院
1679,朱余明,上海同济大学附属肺科医院
1679,朱余明,附属肺科医院
1680,黄威,上海市肺科医院
1681,许辰阳,赣州市人民医院
1682,叶仕新,解放军联勤保障部队第910医院
1683,丁晓毅,附属瑞金医院
1684,葛宁灵,复旦大学附属中山医院
1685,徐永锋,附属中山医院
1686,孙健,附属中山医院
1686,孙健,山东省肿瘤医院
1686,孙健,华中科技大学同济医学院附属协和医院
1686,孙健,天津医科大学总医院
1687,聖旭东,附属中山医院
1688,张岚,附属中山医院
1689,高晓玲,山西医科大学第二医院
1690,郭伟,山西省肿瘤医院
1691,张俊萍,山西白求恩医院
1692,王晚萍,长治市人民医院
1693,段鸿涛,唐都医院
1694,任爱华,临沂市肿瘤医院
1695,向菲,华中科技大学附属协和医院
1696,杨迅,附属第一医院
1696,杨迅,中国科学院大学附属肿瘤医院
1697,黄俊,中国科学院大学，附属肿瘤医院
1697,黄俊,黄俊-广—医院
1698,古杰,附属中山医院
1699,蒋伟,广东省人民医院
1699,蒋伟,中山医院
1699,蒋伟,附属华东医院
1699,蒋伟,附属同济医院
1700,彭华,海军辉医大学附属长征医院
1700,彭华,长征医院
1701,江炜炜,南京脑科医院
1702,万琪,南京脑科医院
1703,杨辞秋,广州医科大学附属肿瘤医院
1704,顾萍,江苏省人民医院
1705,郭晓斌,河南省人民医院
1706,胡悦,东南大学附属中大医院
1707,杨雪,青岛大学附属医院
1708,陈卓昌,河南省人民医院
1709,朱晓莉,东南大学附属中大医院
1710,于欣,北京大学第六医院
1711,杨甫德,北京回龙观医院
1712,李先宾,北京安定医院
1713,杨媛,天津市安定医院
1714,王智民,北京安定医院
1714,王智民,首都医科大学附属北京安定医院
1715,马燕桃,北京大学第六医院
1716,刘之荣,山东省立医院
1717,徐江涛,兰州军区乌鲁木齐总医院
1717,徐江涛,解放军新疆军区，总医院
1718,王延江,重庆市第三军医大学大坪医院
1718,王延江,第三军医大学大坪医院
1719,郭起浩,复旦大学附属华山医院
1719,郭起浩,上海交通大学附属第六人民医院
1719,郭起浩,上海第六人民医院
1720,王晓林,中国医学科学院整形外科医院
1721,王晓军,北京协和医院
1722,多普勒,中日友好医院
1723,江荣林,浙江中医药大学附属第一医院
1724,谭凌,中南大学湘雅二医院
1725,王成,浙江省立同德医院
1726,叶钢,首都医科大学附属北京路河医院
1727,张根生,浙江大学医学院附属第二医院
1728,张军伟,华北理工大学附属医院
1729,郑清江,福建医科大学附属漳州市医院
1730,郑永科,杭州市第一人民医院
1731,徐跃桥,北京宣武医院
1731,徐跃桥,首都医科大学宣武医院
